ticker|companyName|securityTitle|transactionDate|boughtSold|exercisePrice|exerciseShares|expirationDate|transactionValue|rptOwnerName|owner|linkToTxt|linkToFilingDetails|buysAndSells|onlyBought
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|83893.0|2030-09-04|0.0|Harrington Lauren A|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/0001584509-20-000193.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/xslF345X03/wf-form4_159960995779230.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|33113.0|2030-09-04|0.0|Harrington Lauren A|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/0001584509-20-000193.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/xslF345X03/wf-form4_159960995779230.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|43030.0|2030-09-04|0.0|Harrington Lauren A|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/0001584509-20-000193.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/xslF345X03/wf-form4_159960995779230.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|54586.0|2030-09-04|0.0|Harrington Lauren A|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/0001584509-20-000193.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/xslF345X03/wf-form4_159960995779230.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|67935.0|2030-09-04|0.0|Harrington Lauren A|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/0001584509-20-000193.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/xslF345X03/wf-form4_159960995779230.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|83057.0|2030-09-04|0.0|Harrington Lauren A|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/0001584509-20-000193.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/xslF345X03/wf-form4_159960995779230.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|100402.0|2030-09-04|0.0|Harrington Lauren A|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/0001584509-20-000193.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/xslF345X03/wf-form4_159960995779230.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Common Stock|2020-09-04|A|0.0|26502.0||0.0|Harrington Lauren A|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/0001584509-20-000193.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/xslF345X03/wf-form4_159960995779230.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|83893.0|2030-09-04|0.0|MCKEE LYNN|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000194/0001584509-20-000194.txt|https://www.sec.gov/Archives/edgar/data/1278866/000158450920000194/xslF345X03/wf-form4_159960997907816.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|33113.0|2030-09-04|0.0|MCKEE LYNN|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000194/0001584509-20-000194.txt|https://www.sec.gov/Archives/edgar/data/1278866/000158450920000194/xslF345X03/wf-form4_159960997907816.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|43030.0|2030-09-04|0.0|MCKEE LYNN|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000194/0001584509-20-000194.txt|https://www.sec.gov/Archives/edgar/data/1278866/000158450920000194/xslF345X03/wf-form4_159960997907816.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|54586.0|2030-09-04|0.0|MCKEE LYNN|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000194/0001584509-20-000194.txt|https://www.sec.gov/Archives/edgar/data/1278866/000158450920000194/xslF345X03/wf-form4_159960997907816.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|67935.0|2030-09-04|0.0|MCKEE LYNN|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000194/0001584509-20-000194.txt|https://www.sec.gov/Archives/edgar/data/1278866/000158450920000194/xslF345X03/wf-form4_159960997907816.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|83057.0|2030-09-04|0.0|MCKEE LYNN|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000194/0001584509-20-000194.txt|https://www.sec.gov/Archives/edgar/data/1278866/000158450920000194/xslF345X03/wf-form4_159960997907816.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|100402.0|2030-09-04|0.0|MCKEE LYNN|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000194/0001584509-20-000194.txt|https://www.sec.gov/Archives/edgar/data/1278866/000158450920000194/xslF345X03/wf-form4_159960997907816.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Common Stock|2020-09-04|A|0.0|26502.0||0.0|MCKEE LYNN|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000194/0001584509-20-000194.txt|https://www.sec.gov/Archives/edgar/data/1278866/000158450920000194/xslF345X03/wf-form4_159960997907816.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|111857.0|2030-09-04|0.0|Ondrof Thomas Gerard|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/0001584509-20-000195.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/xslF345X03/wf-form4_159960999971684.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|44151.0|2030-09-04|0.0|Ondrof Thomas Gerard|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/0001584509-20-000195.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/xslF345X03/wf-form4_159960999971684.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|57373.0|2030-09-04|0.0|Ondrof Thomas Gerard|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/0001584509-20-000195.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/xslF345X03/wf-form4_159960999971684.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|72781.0|2030-09-04|0.0|Ondrof Thomas Gerard|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/0001584509-20-000195.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/xslF345X03/wf-form4_159960999971684.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|90580.0|2030-09-04|0.0|Ondrof Thomas Gerard|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/0001584509-20-000195.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/xslF345X03/wf-form4_159960999971684.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|110742.0|2030-09-04|0.0|Ondrof Thomas Gerard|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/0001584509-20-000195.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/xslF345X03/wf-form4_159960999971684.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|133869.0|2030-09-04|0.0|Ondrof Thomas Gerard|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/0001584509-20-000195.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/xslF345X03/wf-form4_159960999971684.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Common Stock|2020-09-04|A|0.0|35336.0||0.0|Ondrof Thomas Gerard|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/0001584509-20-000195.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000195/xslF345X03/wf-form4_159960999971684.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|531320.0|2030-09-04|0.0|ZILLMER JOHN J|Director|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000196/0001584509-20-000196.txt|https://www.sec.gov/Archives/edgar/data/1188262/000158450920000196/xslF345X03/wf-form4_159961002017207.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|132451.0|2030-09-04|0.0|ZILLMER JOHN J|Director|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000196/0001584509-20-000196.txt|https://www.sec.gov/Archives/edgar/data/1188262/000158450920000196/xslF345X03/wf-form4_159961002017207.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|172118.0|2030-09-04|0.0|ZILLMER JOHN J|Director|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000196/0001584509-20-000196.txt|https://www.sec.gov/Archives/edgar/data/1188262/000158450920000196/xslF345X03/wf-form4_159961002017207.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|218341.0|2030-09-04|0.0|ZILLMER JOHN J|Director|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000196/0001584509-20-000196.txt|https://www.sec.gov/Archives/edgar/data/1188262/000158450920000196/xslF345X03/wf-form4_159961002017207.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|271740.0|2030-09-04|0.0|ZILLMER JOHN J|Director|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000196/0001584509-20-000196.txt|https://www.sec.gov/Archives/edgar/data/1188262/000158450920000196/xslF345X03/wf-form4_159961002017207.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|332226.0|2030-09-04|0.0|ZILLMER JOHN J|Director|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000196/0001584509-20-000196.txt|https://www.sec.gov/Archives/edgar/data/1188262/000158450920000196/xslF345X03/wf-form4_159961002017207.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Stock Option (Right to Buy)|2020-09-04|A|0.0|401607.0|2030-09-04|0.0|ZILLMER JOHN J|Director|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000196/0001584509-20-000196.txt|https://www.sec.gov/Archives/edgar/data/1188262/000158450920000196/xslF345X03/wf-form4_159961002017207.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Common Stock|2020-09-04|A|0.0|167845.0||0.0|ZILLMER JOHN J|Director|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000196/0001584509-20-000196.txt|https://www.sec.gov/Archives/edgar/data/1188262/000158450920000196/xslF345X03/wf-form4_159961002017207.xml|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|True
ARMK|Aramark|Common Stock|2020-09-03|A|0.0|4460.0||0.0|Bruno Marc A|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000192/0001584509-20-000192.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000192/xslF345X03/wf-form4_159960993301561.xml|AAA|True
ARMK|Aramark|Common Stock|2020-09-03|A|0.0|744.0||0.0|Harrington Lauren A|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/0001584509-20-000193.txt|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000193/xslF345X03/wf-form4_159960995779230.xml|AAA|True
ARMK|Aramark|Common Stock|2020-09-03|A|0.0|5946.0||0.0|MCKEE LYNN|Officer|https://www.sec.gov/Archives/edgar/data/1584509/000158450920000194/0001584509-20-000194.txt|https://www.sec.gov/Archives/edgar/data/1278866/000158450920000194/xslF345X03/wf-form4_159960997907816.xml|AAA|True
WEB2537|LISA MICHELLE PARKER|ALLEGHENY COUNTY COURT OF COMMON PLEAS COURT CASE # GD-17-00|2020-09-01|A|600000.0|1.0|2021-09-01|600000.0|LISA MICHELLE PARKER|Other|https://www.sec.gov/Archives/edgar/data/1750866/000175086620000011/0001750866-20-000011.txt|https://www.sec.gov/Archives/edgar/data/1750866/000175086620000011/xslF345X03/primary_doc.xml|AAAA|True
WEB2537|LISA MICHELLE PARKER|LISA MICHELLE PARKER ADR 140034-1969|2020-09-01|A|600000.0|1.0||600000.0|LISA MICHELLE PARKER|Other|https://www.sec.gov/Archives/edgar/data/1750866/000175086620000011/0001750866-20-000011.txt|https://www.sec.gov/Archives/edgar/data/1750866/000175086620000011/xslF345X03/primary_doc.xml|AAAA|True
WEB2537|LISA MICHELLE PARKER|ALLEGHENY COUNTY COURT OF COMMON PLEAS COURT CASE # GD-17-00|2020-09-01|A|600000.0|1.0|2021-09-01|600000.0|LISA MICHELLE PARKER|Other|https://www.sec.gov/Archives/edgar/data/1750866/000175086620000012/0001750866-20-000012.txt|https://www.sec.gov/Archives/edgar/data/1750866/000175086620000012/xslF345X03/primary_doc.xml|AAAA|True
WEB2537|LISA MICHELLE PARKER|LISA MICHELLE PARKER ADR 140034-1969|2020-09-01|A|600000.0|1.0||600000.0|LISA MICHELLE PARKER|Other|https://www.sec.gov/Archives/edgar/data/1750866/000175086620000012/0001750866-20-000012.txt|https://www.sec.gov/Archives/edgar/data/1750866/000175086620000012/xslF345X03/primary_doc.xml|AAAA|True
ACTG|ACACIA RESEARCH CORP|ACTG Common Stock|2020-09-04|A|3.7841|11530.0||43630.673|OCONNELL MAUREEN|Director|https://www.sec.gov/Archives/edgar/data/934549/000168316820003064/0001683168-20-003064.txt|https://www.sec.gov/Archives/edgar/data/934549/000168316820003064/xslF345X03/ownership.xml|A|True
ACTG|ACACIA RESEARCH CORP|ACTG Common Stock|2020-09-08|A|3.7747|13470.0||50845.209|OCONNELL MAUREEN|Director|https://www.sec.gov/Archives/edgar/data/934549/000168316820003064/0001683168-20-003064.txt|https://www.sec.gov/Archives/edgar/data/934549/000168316820003064/xslF345X03/ownership.xml|A|True
EL|ESTEE LAUDER COMPANIES INC|Restricted Stock Units (Share Payout)|2019-09-03|A|0.0|3306.0||0.0|MOSS SARA E|Officer|https://www.sec.gov/Archives/edgar/data/1001250/000100125020000082/0001001250-20-000082.txt|https://www.sec.gov/Archives/edgar/data/1001250/000100125020000082/xslF345X03/edgar.xml|A|True
GTHX|G1 Therapeutics, Inc.|Common Stock|2020-09-04|A|14.95|1000.0||14950.0|Hanson James S.|Officer|https://www.sec.gov/Archives/edgar/data/1560241/000089924320024597/0000899243-20-024597.txt|https://www.sec.gov/Archives/edgar/data/1560241/000089924320024597/xslF345X03/doc4.xml|A|True
N/A|Starwood Real Estate Income Trust, Inc.|Class I Common Shares|2020-09-04|A||75545.29|||STERNLICHT BARRY S|Director|https://www.sec.gov/Archives/edgar/data/1711929/000089924320024600/0000899243-20-024600.txt|https://www.sec.gov/Archives/edgar/data/1034657/000089924320024600/xslF345X03/doc4.xml|A|True
LSYN|Liberated Syndication Inc.|Common Stock|2020-09-03|A|3.6667|13892.0||50937.7964|Shahinian Eric|Director|https://www.sec.gov/Archives/edgar/data/1667489/000165495420009904/0001654954-20-009904.txt|https://www.sec.gov/Archives/edgar/data/1667489/000165495420009904/xslF345X03/section16.xml|A|True
LSYN|Liberated Syndication Inc.|Common Stock|2020-09-04|A|3.6163|1600.0||5786.08|Shahinian Eric|Director|https://www.sec.gov/Archives/edgar/data/1667489/000165495420009904/0001654954-20-009904.txt|https://www.sec.gov/Archives/edgar/data/1667489/000165495420009904/xslF345X03/section16.xml|A|True
AJX|Great Ajax Corp.|7.25% Convertible Notes due 2024|2020-09-04|A|23.6|500.0|2024-04-30|11800.0|Ogren John Kirk JR|Director|https://www.sec.gov/Archives/edgar/data/1614806/000162827920000223/0001628279-20-000223.txt|https://www.sec.gov/Archives/edgar/data/1614806/000162827920000223/xslF345X03/wf-form4_159961369687192.xml|A|True
WDC|WESTERN DIGITAL CORP|Common Stock|2020-09-03|A|0.0|47401.0||0.0|EULAU ROBERT K|Officer|https://www.sec.gov/Archives/edgar/data/106040/000126682420000104/0001266824-20-000104.txt|https://www.sec.gov/Archives/edgar/data/106040/000126682420000104/xslF345X03/edgardoc.xml|AAAAAAA|True
WDC|WESTERN DIGITAL CORP|Common Stock|2020-09-03|A|0.0|127287.0||0.0|Goeckeler David|Director|https://www.sec.gov/Archives/edgar/data/106040/000126682420000105/0001266824-20-000105.txt|https://www.sec.gov/Archives/edgar/data/106040/000126682420000105/xslF345X03/edgardoc.xml|AAAAAAA|True
WDC|WESTERN DIGITAL CORP|Common Stock|2020-09-03|A|0.0|31821.0||0.0|Hunkler Sean|Officer|https://www.sec.gov/Archives/edgar/data/106040/000126682420000106/0001266824-20-000106.txt|https://www.sec.gov/Archives/edgar/data/106040/000126682420000106/xslF345X03/edgardoc.xml|AAAAAAA|True
WDC|WESTERN DIGITAL CORP|Common Stock|2020-09-03|A|0.0|29004.0||0.0|RAY MICHAEL CHARLES|Officer|https://www.sec.gov/Archives/edgar/data/106040/000126682420000107/0001266824-20-000107.txt|https://www.sec.gov/Archives/edgar/data/106040/000126682420000107/xslF345X03/edgardoc.xml|AAAAAAA|True
WDC|WESTERN DIGITAL CORP|Common Stock|2020-09-03|A|0.0|49721.0||0.0|Sivaram Srinivasan|Officer|https://www.sec.gov/Archives/edgar/data/106040/000126682420000108/0001266824-20-000108.txt|https://www.sec.gov/Archives/edgar/data/106040/000126682420000108/xslF345X03/edgardoc.xml|AAAAAAA|True
WDC|WESTERN DIGITAL CORP|Common Stock|2020-09-03|A|0.0|24363.0||0.0|Sundberg Lori S|Officer|https://www.sec.gov/Archives/edgar/data/106040/000126682420000109/0001266824-20-000109.txt|https://www.sec.gov/Archives/edgar/data/106040/000126682420000109/xslF345X03/edgardoc.xml|AAAAAAA|True
WDC|WESTERN DIGITAL CORP|Common Stock|2020-09-03|A|0.0|13259.0||0.0|Zamiska Gene M.|Officer|https://www.sec.gov/Archives/edgar/data/106040/000126682420000110/0001266824-20-000110.txt|https://www.sec.gov/Archives/edgar/data/106040/000126682420000110/xslF345X03/edgardoc.xml|AAAAAAA|True
TCON|Tracon Pharmaceuticals, Inc.|Common Stock|2020-09-04|A|2.6|5000.0||13000.0|THEUER CHARLES|Director|https://www.sec.gov/Archives/edgar/data/1394319/000120919120049800/0001209191-20-049800.txt|https://www.sec.gov/Archives/edgar/data/1394319/000120919120049800/xslF345X03/doc4.xml|AA|True
TCON|Tracon Pharmaceuticals, Inc.|Common Stock|2020-09-04|A|2.55|5000.0||12750.0|THEUER CHARLES|Director|https://www.sec.gov/Archives/edgar/data/1394319/000120919120049800/0001209191-20-049800.txt|https://www.sec.gov/Archives/edgar/data/1394319/000120919120049800/xslF345X03/doc4.xml|AA|True
UBI|UNIVERSAL BIOSENSORS INC|Stock Option (Right to Buy)|2020-09-01|A|0.0|500000.0|2025-03-24|0.0|Balak Salesh|Officer|https://www.sec.gov/Archives/edgar/data/1279695/000143774920019433/0001437749-20-019433.txt|https://www.sec.gov/Archives/edgar/data/1279695/000143774920019433/xslF345X03/rdgdoc.xml|A|True
KAMN|KAMAN Corp|Restricted Stock Units|2020-09-08|A|0.0|28178.0||0.0|Walsh Ian K.|Director|https://www.sec.gov/Archives/edgar/data/54381/000112760220024800/0001127602-20-024800.txt|https://www.sec.gov/Archives/edgar/data/54381/000112760220024800/xslF345X03/form4.xml|A|True
CZNC|CITIZENS & NORTHERN CORP|Common Stock|2020-09-04|A|16.99|63.0||1070.37|Loughery Robert G|Director|https://www.sec.gov/Archives/edgar/data/810958/000143774920019449/0001437749-20-019449.txt|https://www.sec.gov/Archives/edgar/data/810958/000143774920019449/xslF345X03/rdgdoc.xml|AA|True
CZNC|CITIZENS & NORTHERN CORP|Common Stock|2020-09-04|A|16.99|2.0||33.98|Loughery Robert G|Director|https://www.sec.gov/Archives/edgar/data/810958/000143774920019449/0001437749-20-019449.txt|https://www.sec.gov/Archives/edgar/data/810958/000143774920019449/xslF345X03/rdgdoc.xml|AA|True
GALT|GALECTIN THERAPEUTICS INC|Common Stock|2020-09-04|A|2.55|10000.0||25500.0|Uihlein Richard E|Director|https://www.sec.gov/Archives/edgar/data/1133416/000089924320024606/0000899243-20-024606.txt|https://www.sec.gov/Archives/edgar/data/1133416/000089924320024606/xslF345X03/doc4.xml|AA|True
GALT|GALECTIN THERAPEUTICS INC|Common Stock|2020-09-04|A|2.5696|5000.0||12848.0|FREEMAN KEVIN D|Director|https://www.sec.gov/Archives/edgar/data/1133416/000089924320024607/0000899243-20-024607.txt|https://www.sec.gov/Archives/edgar/data/1133416/000089924320024607/xslF345X03/doc4.xml|AA|True
TURN|180 DEGREE CAPITAL CORP. /NY/|Common Stock|2020-09-08|A|1.86|170.0||316.2|Gift Alicia M|Officer|https://www.sec.gov/Archives/edgar/data/893739/000170417120000014/0001704171-20-000014.txt|https://www.sec.gov/Archives/edgar/data/893739/000170417120000014/xslF345X03/wf-form4_159965405608877.xml|AA|True
TURN|180 DEGREE CAPITAL CORP. /NY/|Common Stock|2020-09-08|A|1.864|2000.0||3728.0|Bigelow Robert E III|Officer|https://www.sec.gov/Archives/edgar/data/893739/000171810220000012/0001718102-20-000012.txt|https://www.sec.gov/Archives/edgar/data/893739/000171810220000012/xslF345X03/wf-form4_159965414436166.xml|AA|True
